Review,Rating
I love these potaotoes! We always called them Grecian Patatoes. at any rate for a little extra effort these spuds are worh it! P.S. The Greek Lemon chicken is great also.,positive
"Exceptional!Could not find any decent ground lamb today, so we made it with 1/2 lb each of lean ground beef, pork and veal - different taste from lamb, but truely outstanding.GREAT Dinner Party meal",positive
"This recipe was delicious and fairly simple to make.I used basmati rice.Also, I browned the mushrooms and carrots before adding to the rice mixture.I cooked the browned chicken and rice mixture in a dutch oven in the oven at 300 degreesfor an hour, as I had to leave the house and wanted it to be ready when I returned.Also, I used some olive oil to brown the chicken and then some margarine to brown the mushrooms and carrots.",positive
Our family found this recipe simply delicious and easy to make.,positive
"Mine came out really bitter.Doesn't taste too good on its own, but lovely with herbed garlic butter.",neutral
"Certainly edible, with a good taste.However, is lasagna really meant to be cooked in the crockpot?The noodles were 'mushy' and you don't get that crunchy top layer that you get when you cook it in a pan in the oven.For the trouble, I'd skip the crockpot on this one.",neutral
You can tell he or she has never worked as a chef.Just because you come from philly doesn't make you an expert,negative
First web site that had the recipe!!! Thanks You!!!!!,positive
"Great aroma, great taste.Added 16oz. can of diced tomatoes to the recipe.",positive
From the editor: when Bill made this there was an error in the recipe that incorrectly listed the measurement of the pepper flakes. I have corrected this. Thanks.,positive
"i dunno i didnt eat it! or make it, forthat matter...",positive
This recipe is outsatanding it took me by surprise on how deleicous it was thanks recipezaar,positive
"Well named - it truly is the best ever.I altered the recipe slightly, however, substituting 1/2 of the ground beef with ground turkey to make it a bit leaner.If you have your choice of the optional spices I recommend fresh sage and fresh Italian parsley.",positive
"I tried this tonight and thought it waa excellent.I do not have a steamer,so I just cooked the asparagus in salted water for about 5 minutes, then drained it and put the vinaigrette on it.It cooked so fast I was glad to serve it at room temperature.",positive
"an exceptional dish, ideally served for two people as romantic dinner.works a treat and served with a good bordeaux, you never no were you will finish up after the meal.tasty.by italian chef adam pillinger",positive
Found this recipie to be delicious and easy to prepare.My husband loved it and is not usually fond of meatloaf.The carrots made it even more moist than most meatloafs and the sauce on top made the flavor wonderful.,positive
"This recipe has been used in our family for many years.My problem now is that I have trouble finding green tomatoes!The recipe is very simple, but I salt and pepper the tomatoes a little and add a little white flour to the cornmeal.My mother would sprinkle a little sugar - white or brown - on the tomato after she turned them.When the sugar melts and is crusty the tomato is done.",positive
"I just made this using nonfat ricotta cheese and light butter.I also used Pam Olive oil spray instead of butter to ""butter"" the pan.It was delicious and, I'm sure, considerably lower in calories and fat. Very easy to make as well.",positive
"I doubled this recipe which made the whipping time a little longer but it took me approximately one hour from starting the crust to refrigerating the cheesecake.It is delicious and worth the effort even though I didn't feel it was a recipe meant for a beginner.I also substituted the bourbon for Irish Mist Liqeur (Yummy) and melted some white chocolate, tinted green, and poured it over the top of the cheesecake using a cut-out shaped like a shamrock.Nice St Patrick's Day treat.Without the topping, nice anytime.Great recipe.",positive
"First of all I omited the coffee because we don't drink it and never have it on hand. I prepared the dough in my bread machine and divided it among four lightly greased mini loaf pans. It rose uncovered in my oven on the warm setting for 30 minutes. I turned the heat up to 350 F and set the timer for 30 minutes, then forgot about it until the timer rang. I turned it out onto a wire rack and brushed the tops with real butter. WOW! Great bread! Aromatic, flavorful, full bodied, small crumb texture...firm, yet lighter than expected. I can't wait to make this for my German mother-in-law who is a bread snob of the worst kind, as most European's are (and for good reason). I've taken a picture to share. You'll know it's mine by my Blue Willow China in the background and the cranberry garnish. This bread recipe will go into the official family cookbook for sure. After my little photo shoot I enjoyed a couple slices with a cream cheese but my boys, 3 and 4 yrs old finished off one of the loaves plain. Tonight we're having leftover Roast Sticky Chicken, fresh fruit and herb tea for dinner. This bread with butter, slices of honey cured ham, and good havarti cheese will be a perfect compliment. Thanks! :o)",positive
Hey. Got this recipe in the March 8th news letter. tried it last weekend. not bad.,neutral
